id,text,political,racial/ethnic,religious,gender/sexual,other,text_en
hin_74f689ece6925aac9a648b9335ab55a0,"#ZeeNews DNA: लव जिहाद पर मुसलमानों को कोर्ट से बड़ा झटका, देश हैरान!| Love Jihad | Religion Conversion| MP DNA: लव जिहाद पर मुसलमानों को कोर्ट से बड़ा झटका, देश हैरान!| Love Jihad | Religion Conversion| MP #dna #lovejihadnews #madhyapradesh भोपाल निवासी मारूफ अहमद खान द्वारा मध्य प्रदेश हाई कोर्ट…",1,0,1,0,0,#Zenews DN: A great blow from the Court to the Muslims at Love War!
hin_fa7674950f5ad12d38cc28339ca78de4,"“4% कोटा न केवल मुसलमानों के लिए”: बिग कर्नाटक निर्णय पर डीके शिवकुमार बेंगलुरु: कर्नाटक के उपाध्यक्ष डीके शिवकुमार ने 4 प्रतिशत कोटा मुद्दे पर मुख्यमंत्री सिद्धारमैया का समर्थन किया है, जिसे कांग्रेस के प्रतिद्वंद्वियों ने मुसलमानों को अपील करने के लिए एक कदम कहा। कोटा नौकरियों या शिक्षा के लिए…",1,0,1,0,0,"Not only for Muslims but for Muslims: DKKK Karnambung Beungur on the judgment DKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK has a step for 4staKKK-K-K-KhKhK-CKhhhK-aK-aKhhhhhhhhhhhhhhhhhhhhhhhhhhhh-K-aK-aK-aK-aK-K-K-K-K-K-K-K-K-K-K-K-K-K-K-K-aK-aK-K-Kg-Kg-Khhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh-e-e-e-e-e-e-e-e-e-ecom, then-eto-eto-ecom, then-to-to-to-e.com.com.com.com.com.com.com.com.com.com.com.comcomcom-e.com.com.com.comcomcomcom-C-C-C-to-e.comcomcom.com-to-to-e.com.com-"
hin_c1d467ee80cb869ada40b3e3a9ff8499,"‘मुसलमानों के खिलाफ मनमाने ढंग से शक्तियों का दुरुपयोग हो रहा’, ओवैसी का बीजेपी पर हमला Religious Freedom: ऑल इंडिया मजलिस-ए-इत्तेहादुल मुस्लिमीन (एआईएमआईएम) के अध्यक्ष असदुद्दीन ओवैसी ने देश में मुसलमानों के खिलाफ बढ़ रही घटनाओं पर चिंता व्यक्त की. उन्होंने शुक्रवार (14 मार्च) को एक जनसभा को…",1,0,1,0,0,"Affirmatively abuse of power against the United States is the attack on OvsiP at Regigipi Freedom: All India assembly-EI-IMIMIIIII, president of the Soviet Union (IMM) expressed concern about events increasing against Muslims in the country."
hin_09b69d3f166f195d0931a7874c366b75,#ZeeNews Deshhit : मस्जिद.. डिंपल यादव पर मुसलमानों ने जो कहा अखिलेश हैरान! | Akhilesh Yadav In Masjid Deshhit : मस्जिद.. डिंपल यादव पर मुसलमानों ने जो कहा अखिलेश हैरान! | Akhilesh Yadav In Masjid सावन में जब हर सनातनी शिव मंदिर जा रहा है..उस समय समाजवादी पार्टी के सुप्रीमो अखिलेश यादव दिल्ली में…,1,0,1,0,0,#Zeands deshhit: Worship at the mosque. Deserèv who said he was shocked!
hin_03e56c64ba3fc427559f69e239f3557a,#ZeeNews Tiranga Hosting In Mosques: मस्जिदों में तिरंगा.. मुसलमानों ने जो कहा सब चौंके? | Muslims Tiranga Hosting In Mosques: मस्जिदों में तिरंगा.. मुसलमानों ने जो कहा सब चौंके? | Muslims Muslims Reaction On Tiranga Hoist On Independence Day: पूरा देश आजादी के जश्न में गोते लगा रहा है। लेकिन कुछ…,1,0,1,0,0,#Zele Göstiging in Mosquis: Casque in the mosques. What did the Muslims all laugh?
hin_7d87dcb56c06c51849c9e4ea36b40607,"मुसलमानों को ठेकेदारी में 4 % आरक्षण देने की तैयारी में कर्नाटक सरकार, बीजेपी ने किया विरोध Muslim Reservation: कांग्रेस के नेतृत्व वाली कर्नाटक सरकार एक बार फिर अनुसूचित जाति, अनुसूचित जनजाति और पिछड़े वर्गों को दिए जाने वाले आरक्षण की तर्ज पर सरकारी ठेकों में मुसलमानों के लिए चार प्रतिशत आरक्षण…",1,0,1,0,0,"In preparation to escort the Muslims into the mob, Kazunas, the government, the Boscher Reservation: The Congress government's leadership once again has a renovation of the organized tribe, four percent of the renovation of the government for those who have been attacked by the scheduled tribe and those on the opposite side...."
hin_9741087d3562ff75a8f340d246ea2d21,"‘हेयर ट्रांसप्लांट शरीयत के खिलाफ नहीं, लेकिन विग लगाकर नमाज पढ़ी तो…’, बोले मौलाना कारी इसहा जमीयत दवातुल मुस्लिमीन के संरक्षक और देवबंदी उलेमा मौलाना कारी इसहाक गोरा ने वीडियो जारी कर मुसलमानों से नमाज को लेकर एक अपील की है. मुसलमानों के विग का इस्तेमाल करने पर…",1,0,1,0,0,"It is not against the obligation, but it is the constant prayer for the Muslims to pray... .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
hin_5581cf34c7c503cc9fd250c9c263b4d2,नैनीताल में मुसलमानों पर हमले का विरोध करने पर एक्टविस्ट शैला नेगी को बलात्कार की मिल रही हैं धमकियाँ।,1,0,1,1,0,An antist shell was threatening rape when protesting the attack on the Muslims in Hong Kong.
hin_e0a087e91b10de73ca744cf74ec84aaf,"Politics:मायावती ने बीजेपी सरकारों पर उठाए सवाल, मुसलमानों के साथ सौतेले रवैये का आरोप Politics:बहुजन समाज पार्टी (BSP) की सुप्रीमो मायावती ने बीजेपी सरकारों पर गंभीर आरोप लगाए हैं। उन्होंने कहा कि मुसलमानों के साथ सौतेला रवैया अपनाया जा रहा है। मायावती का यह बयान उत्तर प्रदेश में लाउडस्पीकर के…",1,0,1,0,0,"Feitics: Mandalay raised the question of step-opaf's attitude with Muslims, Mutho-dama has brought serious charges about the seed - conditioned society party (BP) and said that there is an attitude taking place with Muslims in the north of Lebanon."
hin_17173578530ae19f00546402df5dc96e,#ZeeNews UP Moharram Procession: मोहर्रम पर मुसलमानों ने मानी योगी की बात। Muslims। Rajniti UP Moharram Procession: मोहर्रम पर मुसलमानों ने मानी योगी की बात। Muslims। Rajniti यूपी में एक बार फिर ये साबित हो चुका है कि यूपी में पुलिस की सख्ती दंगाईयों पर भारी है। योगी फोर्स चप्पे चप्पे पर अलर्ट…,1,0,1,0,0,#Zenews UP Mosorum: The Muslims spoke of the sum of the sum.
hin_60baf1c2543916ef3dcb33997ca9885c,#ZeeNews CM Dhami Action On Madarsa : CM धामी का मदरसों को ‘अल्टीमेटम’! मुसलमानों में हड़कंप! | Uttrakhand CM Dhami Action On Madarsa : CM धामी का मदरसों को 'अल्टीमेटम'! मुसलमानों में हड़कंप! | Uttrakhand सीएम धामी ने मदरसों को एक सख्त अल्टीमेटम दिया है कि उन्हें नई मान्यता प्राप्त करनी होगी। यदि…,1,0,1,0,0,"#Zeands CM's Didmis , On Madda: CM's domestic Mother Katmitum! In the Muslims, the U.S. Utk-M. Chadded Chadda ·dkara: CM's house items in the space of CM'sum!"
hin_ec40143b6ea64e1ecdf9dfa9ce67defa,कर्नाटक में मुसलमानों को 4 फीसदी आरक्षण मिलेगा या नहीं? अब राष्ट्रपति मुर्मू करेंगी फैसला Karnataka Muslim Reservation: कर्नाटक के राज्यपाल थावर चंद गहलोत ने सरकारी ठेकों में मुसलमानों को 4 प्रतिशत आरक्षण देने वाले विधेयक को राष्ट्रपति द्रौपदी मुर्मू के पास मंजूरी के लिए भेजा है. उन्होंने कहा कि…,1,0,1,0,0,"To the Muslims at Karnataka, 4% of the bride-in-law will be delivered or not?"
hin_ccbd24af6f92643d5517419bb0f2a936,"फजाईले आमाल मुसलमानों की एक विश्वसनीय पवित्र पुस्तक है जो हदीसों में से चुनी हुई हदीसों का प्रमाण लेकर बनाई गई है। हदीस मुसलमानों के लिए पवित्र कुरआन के पश्चात् दूसरे नम्बर पर है। फजाईले आमाल में एक अध्याय फजाईले जिक्र है। उसकी आयत नं. 1, 2, 3, 6 "" App Download करें ।",1,0,1,0,0,"One of the most reliable books of Islam is a trusted Holy Books of Muslims, which has been produced with evidence of the extremeies chosen from among Catholics, which are on the other side of the number for Muslims after the Holy Book has been published."
hin_24e3a1fa2de34d69444f27cdcf7c4b72,"‘जिसकी आबादी ज्यादा, उसे कैसे मान सकते हैं अल्पसंख्यक’, मुसलमानों को लेकर बोले सीटी रवि CT Ravi On Muslims Community: बीजेपी नेता और कर्नाटक विधान परिषद के सदस्य सीटी रवि ने नाराजगी जाहिर करते हुए सवाल किया कि राज्य में दूसरी सबसे बड़ी आबादी वाले मुसलमानों को अल्पसंख्यक कैसे माना जा सकता है.…",1,0,1,0,0,"With the Muslims, how much more can the population be believed, with the Muslims, they say, ""The Sun R's R. . . . . . . . . . . . . . . . . . . . . . . ."
hin_70c9f5bbc36fc5f3c603472c12be5761,"‘सिर्फ मुसलमानों के लिए नहीं है 4 प्रतिशत कोटा’, डीके शिवकुमार ने सिद्धारमैया का किया समर्थन DK Shivakumar Back Siddaramaiah: कर्नाटक में मुसलमानों को 4 प्रतिशत कोटा मामले को लेकर राजनीति अपने चरम पर है. कर्नाटक के उपमुख्यमंत्री डीके शिवकुमार ने इस मुद्दे पर मुख्यमंत्री सिद्धारमैया का समर्थन किया…",1,0,1,0,0,"Not only for Muslims is 4% of quota quota quotas, DKK Skakikima supported Sira Skumar Balkaraara: Muslims in Karnataka take 4 percent of quota cases, and politics is at its height."
hin_efe58955798c7bfd833bd7690b972f44,#ZeeNews Muharram Tajiya Row: मुहर्रम! योगी के आदेश ने मुसलमानों ने चौंकाया। Yogi। UP Police Muharram Tajiya Row: मुहर्रम! योगी के आदेश ने मुसलमानों ने चौंकाया। Yogi। UP Police उत्तरप्रदेश में मोहर्रम को लेकर जारी की गईं गाइडलाइन का असर देखने को मिल रहा है..जिसके बाद ताजिया की लंबाई को फिक्स कर…,1,0,1,0,0,#Zeands McAux Raaji: Mukhradi! The officer's orders were shocking.
hin_82b6a469599934fa2ccc5b2ff8d0936d,"मौलाना तौक़ीर रज़ा ख़ान का एलान – मुसलमानों पर अत्याचार के विरोध में होगा शांतिपूर्ण आंदोलन, क्रमशः 11, 73 और 972 लोग देंगे गिरफ्तारी।",1,0,1,0,0,"(Applause.) For the poor poor, the gate will be against those who have been attacked by peaceful movements, in turn 11, 73, and 972 people will be arrested."
hin_08bc3b3e60d225d319af8c13c5250f3e,"सूफी कशिश वारसी का बड़ा बयान, बोले- दामन में लगे दाग, मुसलमानों को तेज पत्ते की तरह…’ भारतीय सूफी फाउंडेशन के राष्ट्रीय अध्यक्ष सूफी कशिश वारसी ने कांग्रेस और लोकसभा में नेता प्रतिपक्ष राहुल गांधी पर जमकर हमला बोला और मुसलमानों के लिए मोदी सरकार से सत्ता में…",1,0,1,0,0,"Sylfififiqi Varsi, co-tressed Muslims, like a bright leaf... the national director of the Indian Sufie Foundation at Congress and the Council of Congress, was attacked by the leader Rahul Rahul Shaw and his associates in power to the Muslims..."
hin_16d32afc4806a57eb6cd68c1e5e2ff99,"""मोदी सरकार मुसलमानों को दबा रही है"": अबू आजमी का तीखा हमला, RSS से की ये अपील #News #HindiNews #IndiaNews #RightNewsIndia",1,0,1,0,0,"""Mandi's government is pressing the Muslims"": Ausam today's furious attack, this appeal to RS #HS"
hin_9b82757e037c897929f60e59b3a4b016,"मुसलमानों और हो रहा जुल्म, सरकार की शाह पर गिराई जा रही मस्जिदें, नमाजों में करें विशेष दुआ; AIMPLB Delhi News: रमजान के पाक महीने में ऑल इंडिया मुस्लिम पर्सनल लॉ बोर्ड यानी कि AIMPLB ने मुसलमानों को लेकर नया फरमान जारी किया है। मुस्लिम पर्सनल लॉ बोर्ड ने कहा है कि इस समय देश के मुसलमान मुश्किल…",1,0,1,0,0,"Muslims and unjust, pray in public places, in special prayers; AIMPLB new newss: All India's Muslim Law Board, in the pure month of Ramadan, that AIMPLB has issued a new decree for Muslims."
hin_0953e4cde1df6c6c7c9a2329d229f089,"सपा मुस्लिम को मुख्यमंत्री फेस घोषित करे, सपा-कांग्रेस ने मुसलमानों को ठगा है, सरकारी नौकरियों में मुसलमान 1% नहीं बचे। : ओम प्रकाश राजभर",1,0,1,0,0,"Tell Cads Islam to Chief Fascinction, Cpa-Cress has betrayed Muslims, not spared Islam in government jobs."
hin_96e9a2e48ac811e088f4a33a54db5eca,कश्मीरी मुसलमानों को लेकर ये क्या बोल गए AIMIM चीफ असदुद्दीन ओवैसी? सरकार से कर दी बड़ी मांग Pahalgam Terror Attack: जम्मू-कश्मीर के पहलगाम में 22 अप्रैल को हुए आतंकवादी हमले में 26 पर्यटकों की गोली मारकर हत्या कर दी गई. इस अमानवीय हमले के बाद कश्मीर में रह रहे मुसलमानों ने इस घटना का खुलकर विरोध…,1,1,1,0,0,What did they say about the AIMIM Chief Astrophy?
hin_61d32c5a49393a0589e5f4c597c9fc37,"फ्रांस में मुसलमानों द्वारा 'छावा' की रिलीज को लेकर दंगे किए जाने का वीडियो फेक है, 2021 का है वीडियो। #FactCheck - @URL",1,1,1,0,0,"In France, Muslims throw a video of the release of 'Painda' to riot, 2021 to videos. #Factheck -@URL"
hin_c969548ab87f79d53e4884a75b75303b,"यूपी: केजीएमयू के पास मदरसा, घर और दुकानें प्रशासन द्वारा बुलडोज़; पीड़ितों ने लखनऊ में मुसलमानों को निशाना बनाए जाने का लगाया आरोप।",1,0,1,0,0,"UP: At Kaarsa, home, and shops administration, the victims accused the Muslims of being targeted in Labu."
hin_ed995f678a2c2b2d883971dcbde29c3b,"#आओ_जानें_अल्लाह_का_नाम फजाईले आमाल मुसलमानों की एक विश्वसनीय पवित्र पुस्तक है जो हदीसों में से चुनी हुई हदीसों का प्रमाण लेकर बनाई गई है। हदीस मुसलमानों के लिए पवित्र कुरआन के पश्चात् दूसरे नम्बर पर है। फजाईले आमाल में एक अध्याय फजाईले जिक्र है। उसकी आयत नं. 1, 2, 3, 6 तथा 7 में कबीर अल्लाह की महिमा है। Baakhabar Sant Rampal Ji",1,0,1,0,0,"#Come. There is a reliable Holy Book of God_Jadis (named of Muslims) which has been produced in the provinces by evidence of the Roman emperors, and for the Muslims there is another number after the holy collection. In Fzale's work there is a chapter of his work."
hin_40e31e94bf9e7c3687ce0566254d984a,"मगरमच्छ दूर से हंसता है, पास आने पर खा जाता है! मुसलमानों को ‘सौगात-ए-मोदी’ पर बोला विपक्ष BJP Saugat-e-Modi For EID: ईद के मौके पर भारतीय जनता पार्टी (BJP) ने गरीब मुसलमानों के लिए ‘सौगात-ए-मोदी’ किट देने की घोषणा की है. यह अभियान भाजपा अल्पसंख्यक मोर्चा कीओर से चलाया जाएगा, जिसके तहत 32,000…",1,0,1,0,0,"The crocodile laughs far away, and when he comes near, he eats up the Muslims on the Tilga-E-I-E-E-U.--U.A.--Mr.--Mr.--Mr.A.--IV.A.S.A.: On the occasion of the feast, the Indian party announced that the poor people were to be sent out to the poor."
hin_9aa0a539f4504a7a8b44ce240b340f9c,"नहीं भूलती बेगम अनीस की कही हुई वह बात आज भी दिल्ली में परेड ग्राउंड में एक जलसा चल रहा था। एक मंत्री मुसलमानों पर सवाल के सवाल दाग रहे थे। वह बार बार चीख-चीखकर कह रहे थे कि मुसलमानों को देश के प्रति अपनी वफादारी साबित करनी होगी। हैदराबाद और कश्मीर पर उन्हें खुलकर बोलना होगा, अपना पक्ष तय करना…",1,0,1,0,0,It wasn't true that Vincent Aniss was still walking a water ball in Delhi. A minister was calling out to prove his loyalty to the country.
hin_6852b495f853821c569ef47e4b778734,"अलीगढ़ मॉब लिंचिंग: पीड़ितों से मिलने अस्पताल पहुंचे चंद्रशेखर आज़ाद, बोले—यह केवल कानून-व्यवस्था का मामला नहीं, बल्कि मुसलमानों और गरीब तबके के व्यापार पर संगठित हमला है।",1,0,1,0,0,"Alvin Mobing: To meet the victims in the hospital, the moonleter said, it's not just a case of law law, but it's an organized attack on Muslims and the poor-managed business."
hin_415202772d4f80eb014833a308e2c6bd,"ईद से पहले मोदी सरकार की बड़ी सौगात: 32 लाख गरीब मुसलमानों को मिलेगी 'सौगात-ए-मोदी' किट, विपक्ष ने लगाया आरोप #News #BreakingNews #LatestNews #CurrentNews #HindiNews",1,0,1,0,0,"Before sunset a huge hundredth of Modi government: 32 million poor Muslim Muslims get 'a hundred-modi't, van der #Breets #Breetts"
hin_79ffe621652aa6227c2fcee53b91bfba,"मुसलमानों में दक्षिणपंथी होते हैं, वामपंथी होते हैं, आस्तिक होते हैं, नास्तिक होते हैं, तर्कवादी होते हैं और अंधविश्वासी होते हैं।अम्बेडकरवादियों में ऐसे कोई भी लोग नहीं होते हैं।",1,0,1,0,1,"Among Muslims are communities, or sects, they are fanatics, atheists, fanatics, and superstitions. There are no people like them."
hin_a9c4b6f2a9de20e0d4c6f3d9f8ef6de8,"वायरल कोलाज में नौ में से आठ तस्वीरें 2019 के CAA विरोधी प्रदर्शन की हैं, हिंदू त्योहारों के दौरान मुसलमानों द्वारा किए जाने वाले दंगे या अशांति जैसे दावे से सम्बंधित नहीं है। #FactCheck -",1,0,1,0,0,"There are eight of nine pictures in Waller Coal Coaliz showing CAASCl in 2019, not out of the opinion of such riots or riots that have been done by Muslims during the Hindu holiday. #F-Checket"
hin_fb1a4fe9314bda84163eadc4fa27c317,मुसलमानों में बाबर का तो हिंदुओं में किसका डीएनए? सपा सांसद रामजीलाल सुमन का करणी सेना और भाजपा पर तीखा हमला #AllFollowers #News #HindiNews #IndiaNews #RightNews देश-दुनिया की सभी बड़ी खबरों के लिए RightNewsIndia.Com को फॉलो करें।,1,1,1,0,0,So who of Babylon in France do you have? Sudal Ramadal Sugarman attack the armed army and the mohapasi army #Allegers #All of the major news in the country of India.
hin_60d77d009979b7b0424b8d43c97d7275,"Anil Vij: खुद को धर्मनिरपेक्ष कहने वाली पार्टी ने करवाए थे भारत के दो टुकड़े, हिंदुओं और मुसलमानों को बांटा भारत और पाकिस्तान के विभाजन के लिए मंत्री अनिल विज ने कांग्रेस को जिम्मेवार ठहराया है। Source link",1,0,1,0,0,"Anil Vlj: The party that took himself to the Orthodox party had made two pieces of India, Hindus and Muslims divide for India and Pakistan, and the secretary of Congress for the division of Pakistan has made Congress Homer."
hin_9a1961cd87deca0f42ddb3376b06eb9d,"आज अमेरिकी में और भी गोदी मीडिया है, लेकिन क्रिस्चियनिटी के लिए और मुसलमानों के बजाय, उनके scapegoats ट्रेंस्जेंडर हैं। (और “लव जिहाद” “gender ideology” है।) हर जगह यह timeline बहुत बुरा है :(",1,0,1,1,1,"There's still more adopted media today, but instead of Christianity and Muslims, they're boxing trackers."
hin_a7c3cf8884ef48b938fb58bd24b28034,"बिहार: बिहटा में बन रहे एयरपोर्ट का नाम मौलाना मज़हर उल हक़ के नाम पर रखने की मांग, मुसलमानों का कहना है कि मौलाना मज़हर उल हक़ ने देश की आज़ादी में दिया था बड़ा योगदान।",1,0,1,0,0,"Bi among the Muslims say, ""I'm sorry for the freedom of the country."""
hin_d5c808ca42452df867be2d97e264a4f1,दलितों को मुसलमानों की तरह व्यवहार करना चाहिये। ख़ूब सारे बच्चे पैदा करने चाहिये और अम्बेडकर को अपना पैग़म्बर मान लेना चाहिये। उनकी बेइज़्ज़ती करने वाले को सजा दिलवाने के लिये अपना सब कुछ दाँव पर लगा देना चाहिये।,1,1,1,1,0,"The parties should act like Muslims. All children should be born, and the alienmists should acknowledge their prophet. They should lay all their hands on him who is disrespectful to him."
hin_2d642e9334e5d70865de409f3d4e06b7,"‘RSS और मुसलमान समंदर के दो किनारे, जो कभी नहीं मिल सकते’, असदुद्दीन ओवैसी ने क्यों कही ये बात? ऑल इंडिया मजलिस-ए-इत्तेहादुल मुस्लिमीन (एआईएमआईएम) के नेता असदुद्दीन ओवैसी ने मुसलमानों के प्रति राष्ट्रीय स्वयंसेवक संघ (आरएसएस) प्रमुख मोहन भागवत के बयानों को…",1,1,1,0,0,"Why did ARRS and the two edges of the Muslim Sea, which could never be found, say that? All India and Ami-i-MIIM (IMM) leader of the National Association (RIM) to Muslim Muslims."
hin_43078cb6aed493597040b14facd1d7b2,क्या हमारा दिल इतना तंग हो गया है कि हम 22 हज़ार रोहिंग्या मुसलमानों को शरण भी नहीं दे सकते? हम उन्हें वापस उसी हालात में भेज रहे हैं जहाँ उनके नरसंहार की बहुत बड़ी संभावना है। : हर्ष मंदर (पूर्व IAS अधिकारी),1,1,1,0,0,Is our hearts so tight that we cannot even protect 22 thousand Muslims? We are sending them back into a situation where there is a great possibility of their refrigeration.
hin_4fc9a346a5074ee591e3cc7f488271b8,"#ZeeNews Muharram Tajiya News: ताजिया जुलूस में ‘पत्थरबाज गैंग’ का आतंक, मचा वबाल! Muharram Tajiya News: ताजिया जुलूस में 'पत्थरबाज गैंग' का आतंक, मचा वबाल! #muharram2025 #tajiya #breakingnews कई शहरों में ताजिये के दौरान बवाल. मुसलमानों में आपस में ही जोरदार टकराव. गोपालगंज में आपस में भिड़े…",1,0,1,0,0,"#Zeands McAurora News: In the crown procession, the terror of the bubbye bubonica (aji coaji News Newss): In the golden procession, terror of the 'Baegogogoa band' attack' in the golden procession!"
hin_524c53f7fd452ac6af2ef00f1cbfb22e,"‘मुसलमानों का भला करेगा वक्फ कानून’, जानें सीएम चंद्रबाबू नायडू ने ऑपरेशन सिंदूर पर क्या कहा N Chandrababu Naidu On Operation Sindoor: आंध्र प्रदेश के मुख्यमंत्री एन चंद्रबाबू नायडू ने रविवार (08 जून, 2025) को ऑपरेशन सिंदूर का समर्थन करते हुए कहा कि यह सरकार के लिए एक उपलब्धि है. उन्होंने…",1,0,1,1,0,"Timei will do well at school, GMBBBBBOUNNOVOVH said on his operation on Marsetra Island: NORABABOLOCHOVAS: The chief NABBBOONABNABONABONAKNABO ( June 20, 2000) back on Sunday (on June 20,25) supporting the operation of the government as a result of their success."
hin_563f6ea9fa5696d624190287cb9282e8,"‘मुसलमानों के लिए बोलना कांग्रेस का इतिहास रहा, लेकिन…’, वक्फ बिल पर चर्चा से दूर रहे राहुल ग लोकसभा के नेता प्रतिपक्ष और कांग्रेस नेता राहुल गांधी ने वक्फ संशोधन बिल का लगातार विरोध किया. हालांकि लोकसभा में इस मुद्दे पर हो रही चर्चा में उन्होंने भाग नहीं लिया.…",1,0,1,0,0,"For example, speaking to the Congress has been the history of Congress, but... it's not always been the case with Rahul Goff Bill."
hin_efabe66689b1bdcd20f3817cf1941809,"बिहार में SIR को लेकर असदुद्दीन ओवैसी हुए फायर, पीएम मोदी से बोले- ‘मुसलमानों के…’ Asaduddin Owaisi on Bihar SIR: ऑल इंडिया मजलिस-ए-इत्तेहादुल मुस्लिमीन (AIMIM) के सुप्रीमो और सांसद असदुद्दीन ओवैसी बिहार में विधानसभा चुनाव से पहले चल रहे मतदाता सूची के विशेष गहन पुनरीक्षण (SIR) को लेकर मोदी सरकार…",1,0,1,0,0,"Astronomy took SIR to SDR a fire, said to the PM, PM.M., P.D. Modin... uddin Odalisi: All India-AR-I-I-I-I-I-I-I-I-I-I-I'm going to meet the president of Al-Ari-Ari-Beri-Benin (IMIIII) and not to give a special list of government to the Indian government (IMIMIMIMIMI)"
hin_ede63166f6602115ac165b0224a4281c,कर्नल सोफिया कुरैशी के अपमान पर शंकराचार्य अविमुक्तेश्वरानंद बोले – ‘चुन-चुन कर मुसलमानों के… Operation Sindoor: मध्य प्रदेश के कैबिनेट मंत्री विजय शाह ने कर्नल सोफिया कुरैशी को लेकर विवादित बयान दिया था. उन्होंने कर्नल सोफिया को आतंकवादियों की बहन बताया था. इसके बाद बवाल मचा हुआ है. इस मसले पर…,1,0,1,1,0,Colonel Jacob Kurmor Freedand said at the humiliation of Amori's tribe of Muslims: Operation of the central region of the region was a victory striker who had argued with the Irish Dikhai.
hin_d2ea680743f25cef61008989d590f42e,#ZeeNews Hindu Massive Action on Muslims Dhaba LIVE : पहचान छिपाने वाले मुस्लिम ढाबे पर टूट पड़े हिंदू Hindu Massive Action on Muslims Dhaba LIVE : पहचान छिपाने वाले मुस्लिम ढाबे पर टूट पड़े हिंदू #kawadyatra #yogiadityanath #breakingnews कांवड़ यात्रा में मुसलमानों के दुकान बंद होने चाहिए. दुकान…,1,0,1,0,0,#Zenews Hoinsham on the Darushams L'IE: A Hindu Yins which breaks down the falling Muslims on the ground . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
hin_7a1ae8a539667b590492bab2e5b5a48d,"#ZeeNews Muharram Tajiya Breaking News: ताजिया को लेकर आपस में भिड़े मुस्लिम, मचा हड़कंप! Muharram Tajiya Breaking News: ताजिया को लेकर आपस में भिड़े मुस्लिम, मचा हड़कंप! #muharram2025 #tajiya #breakingnews कई शहरों में ताजिये के दौरान बवाल. मुसलमानों में आपस में ही जोरदार टकराव. गोपालगंज में आपस…",1,0,1,0,0,"#Zepares McAurbing News: Under the crown of Mahaji, Mudakpa, Bakpadpa!"
hin_d5eefa2b537c5836fbdb60661a7728ed,"‘मु्सलमानों की धार्मिक स्वतंत्रता का उल्लंघन’, वक्फ कानून को लेकर सुप्रीम कोर्ट में बोले सिब्बल Kapil Sibbal on Waqf Law: कपिल सिब्बल ने बुधवार (16 अप्रैल) को सुप्रीम कोर्ट में दलील देते हुए कहा कि वक्फ संशोधन अधिनियम, 2025 से मुसलमानों की अपने धार्मिक और धर्मार्थ संस्थानों के प्रबंधन में धार्मिक…",1,0,1,0,0,"In violation of the religious freedom of pharmacomics, from the Supreme Court to the Supreme Court, Shabbil Shabbilbrand: Fred Chibell argued on Wednesday ( April 16) to the Supreme Court, stating that the time would take place in the management of religious programs, 2025 from the religious and religious institutions of Muslims in their religious and religious institutions..."
hin_1bdeccaedad1dca09cf4dd3569765512,"कलाम के बाद अब हिंन्दुओं के कंधे पर कुरैशी को भी लाद दिया गया है। अब वो इन फेक हीरोज़ का बोझ ढोते रहेंगे। मुसलमानों को ऐसे आईकन से घंटा फर्क नहीं पड़ता। चाहे तुम हज़ार कलाम लाओ या दो हज़ार कुरैशी। उनका हीरो ओसामा बिन लादेन था, है, और रहेगा।",1,0,1,0,0,"And now upon the shoulders of the Hivites is laid. Now they shall carry the burden of the horseday: it shall not profit the Muslims whether ye bring a thousand words, or two thousand Qur'an. Their hero bore the dew, and he shall remain."
hin_bebf27e7edb6ea71fd8491a3e267daf1,"वक्फ कानून के खिलाफ मौलाना महमूद मदनी पहुंचे सुप्रीम कोर्ट, बोले- ये मुसलमानों के लिए खतरा Waqf Amendment Act: जमीयत उलमा-ए-हिंद (महमूद मदनी गुट) के अध्यक्ष मौलाना सैयद महमूद असद मदनी ने वक्फ (संशोधन) अधिनियम 2025 के विरुद्ध सुप्रीम कोर्ट में याचिका दायर की है, जिसमें कानून की संवैधानिकता को…",1,0,1,0,0,"Depictionment against the law came to the Supreme Court, saying: ""It's a risk for the Muslims to be informed-in-lawed Akdinda Akli (Mududrey's Republic) president of Al-Caldinal (Deparational Association). The time and time period in which there is a panel in court against 2025, including the law code of law for freedom of law..."
