id,text,polarization,text_en
rus_34a8ff39ca910b378a006b683963fa62,"‼️🔔ФСБ громит вечеринку в Savoy!

Облавой на мероприятие с Ириной Хакамадой руководили силовики. Официально — борьба с ЛГБТ (запрещено в РФ)  но на деле — негласный запрет на вечеринки во время СВО. Маски  жесткие задержания  слитые видео. 

Весьма показательная зачистка

#ФСБ #Репрессии",1,"The FSB is throwing a party at Savoy! The raid on an event with Irina Hakamada was led by the Sylivists. Officially, the fight against LGBT (prohibited in the Russian Federation) is an unspoken ban on parties during SVR. The masks of severe detention are leaked videos."
rus_2a141f5af41eaa87bfcc9c9f98b3fdce,Поставить под запрет санкционный режим потому  что он не даёт бороться с эпидемиями | InfoRuss,0,Banning the sanctions regime 'cause it won't fight the epidemics of InfoRuss.
rus_c072bfc8fce972424b75cb89277ba671,@USER Неправильно спрашиваешь. Надо спрашивать  почему вообще казахи его в Казахстан пустили.,0,@USER is wrong to ask why the Kazakhs even let him go to Kazakhstan.
rus_d19688dd676698750af73e2795ab4878,В ситуации с коронавирусом всем нужно понять что только от нас зависит как быстро мы пройдём это. Если все будут ответственно подзодить к режиму самоизоляции то эпидемия быстро пойдёт на спад.Многие говорят о штрафах но они не понимают что бояться надо не их а вируса. Не болейте!,0,"In the situation of the coronavirus, everyone needs to understand that it's up to us how fast we're gonna get through this. If everyone is responsible for the self-isolation regime, the epidemic is gonna go down quickly. Many people talk about fines, but they don't understand that it's not theirs to be afraid of the virus. Don't get sick!"
rus_24716728a66925e585530ad25d82c79c,@USER Омиийн. Чорсуга борамиз карантин очилса  онасиниэмсинхошангеймиз)),0,@USER Omiyan.Chorsuga Boramis quarantine ocillisa onsiniemsinhoshanheimis)
rus_56ecb607ca27e4c28c815855efc66a0f,Возможно у тебя просто неправильно выстроен распорядок дня и у тебя не тратится достаточного количества энергии на какое - то дело (при нынешнем режиме карантина такое вполне возможно),0,"Maybe you just have the wrong routine and you don't have enough energy to do something. (In the present quarantine regime, that's possible)"
rus_8fea8038f4f62450919714766e6d3322,"Как связан карантин с тем  что БАНКИ- ЧАСТНЫЕ СТРУКТУРЫ  ЭТО ШАКАЛЫ  КОТОРЫЕ НИКОМУ НЕ ПОДЧИНЯЮТСЯ кроме своих хозяев. НЕТ ГОСУДАРСТВЕННЫХ БАНКОВ в РФ. С 91-93- и по ""конституции- 93""( которуюТАК защищают ""либералы"" и олуховатые людишки)",1,"How is the quarantine related to the fact that BANKS - PRIVATE STRUCTURES - these SHAKALS, which do not belong to anyone except their own masters - NO GOVERNMENT BANKS IN THE Russian Federation - 91-93- and under ""Constitution 93"" (which the TAK protects ""liberals"" and dumb-ass people)"
rus_e52a56b3bfab614ede68447f30ab5a17,А таксист - женская  ибо какую статистику ни возьмёшь  женщины аккуратнее водят  а ещё это безопасно для юных пассажирок  возвращающихся ночью. Захочешь поболтать - поболтает  нет - помолчит. И вот такую оригинальность  кажется  не одобрят х),0,"And a taxi driver is a woman's, because whatever statistics you take, women drive more carefully, and it's also safe for young passengers returning at night. If you want to chat, no chat, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no."
rus_15ecfe062f0b9f0d8d24307efec4157d,"Сейчас в очереди три пенса орали что все беды у нас в том что развалился совок и что отменили расстрел. Аргумент- а вон как в Китае...
Выжившие из ума идиоты! 🤦‍♂️",1,"Now in line, three pence are screaming that all the trouble we've got is that we've fallen apart and that we've called off the shooting, and the argument-- it's like in China-- the idiots out of their minds!"
rus_6daf3004b400e0acc3e151d21521416a,"💰🪓 Дерипаску — на выход.

Украина национализирует его активы на $49 млн: бокситы  глинозём  схемы через ЕС.

Антикоррупционный суд — +1  олигархат — -1.

#Дерипаска #Национализация #Украина #Санкции #Олигархи",0,Ukraine nationalizes its assets for $49 million: bauxite by clay of the scheme through the EU. Anti-corruption court - +1 oligarchat -1. #Deripasca #Nationalization #Ukraine #Oligarchy sanctions #Oligarchy
rus_3e08883b9bba6932c8fd9cacae88fd66,Вчера говорил с родстенниками из Минска. Говорят всё спокойно  тишина  никакого карантина. На работу все как обычно ездят и вообще),0,"Last night, I spoke to my relatives in Minsk, and they say there's no quarantine, and everything goes to work as usual."
rus_bd3c2913aa4896bacee07a30a53c5ff4,Сергей Талк: В Болгарии все депутаты и министры отказались от зарплат и направляют их на преодоление вируса. Вроде бы и славяне  и православные - а нормальные люди!,0,"Sergei Talk: In Bulgaria, all deputies and ministers have given up their wages and directed them to overcome the virus."
rus_47ad27eb608937ad20bb7e7b895e1440,@USER Киссинджер - старый путинист и почитатель СССР.,0,@USER Kissinger is an old pathist and admirer of the USSR.
rus_b138ca796da76e87c0938499a20c365a,Ну у нас с ними Прокси-война. По нам бьют Американские Himarsы Против нас они сегодня какието новые санкции вводят. Да Сша в курсе.,1,"Well, we've got Proxie Wars, and we've been hit by American Himars against us today, and they're imposing some new sanctions."
rus_511032c8aa8d393ab3d38601c15a2fb1,просто Гейл это есть образ женщины которая страдает от внутренней мизогинии. завидев золотую корону  она променяла подруг на золотую корону и внимание зеленых свиней (зеленые свиньи = мужики  внимание свиней и золотая корона = мужское одобрение).,1,"It's just that Gail is the image of a woman who suffers from inner myzoginia. When she saw the golden crown, she traded her friends for the golden crown and attention of green pigs (green pigs = men's attention pigs and golden crown = men's approval)."
rus_294b73cefe33999f6e038e816e2f2e4f,"- вылезти из бункера 
- подрочить на совок 
- залезть обратно.

След маразматика в мировой истории ✔️",0,- Get out of the bunker-- jerk off to the jar-- get back in there.
rus_b3ac0c8141cdf844cf1ec0e5bf6537fd,Словацкий парламент официально разрешил премьеру Фицо не поддерживать санкции против России,0,The Slovak Parliament has officially authorized Prime Minister Fitso not to support sanctions against Russia.
rus_ac7429a452e33d7e8757ce210efb326c,На России-1 новости начались с сообщения о смерти пациентки от вируса  хотя всем уже известно  что у женщины оторвался тромб. Зачем сеять ужас и панику?,0,"In Russia-1 the news started with a report of the death of a patient from the virus, although everyone already knows that a woman's clot has broken off."
rus_dc10bb0d9ddfa0678e7b38970caca714,Читаю в ленте в регионах РФ массово вводят штрафы Ну есть хоть место где власть бесплатно раздает гражданам маски или обеспечивает антисептиками #маска #регион,0,I read on tape in the regions of the Russian Federation mass fines are imposed. There's a place where power gives citizens masks free of charge or provides antiseptics #masks #regions.
rus_317b77350bf2960475fa377c9ed6d29c,Соединенные Штаты Америки ввели финансовые санкции против основателя и почетного председателя правящей в Грузии партии «Грузинская мечта»  экс-премьера страны  миллиардера Бидзины Иванишвили. Решение опубликовано на сайте Минфина США.,0,"The United States of America imposed financial sanctions against the founder and honorary chairman of Georgia's Georgian Dream Party, ex-premier of the country billionaire Bizina Ivanishvili, published on the U.S. Minfin website."
rus_94b6a0c7cfb9cfec99edb9d8d7c55cb5,"NYT: Евросоюз готовится оштрафовать соцсеть Илона Маска на миллиард долларов
Европейские регуляторы планируют «серьезные санкции» в отношении соцсети X (бывший Twitter)  которая принадлежит Илону Маску  за нарушение закона о борьбе с дезинформацией и противоправным контентом.",0,"NYT: The EU is preparing to fine Ilon Mask's social network for a billion dollars European regulators are planning ""serious sanctions"" against social media X (formerly Twitter), which belongs to Ilon Mask for violating the law against disinformation and illegal content."
rus_d4369fea0773ad93c370bc2168389be2,В СПБ на Васильевском рядом с домом в течение всего дня ходят ППМ. Готовятся к режиму карантина. Надеюсь на днях объявят.,0,"There's an A.P.P.U. in Vasilyevsky, near the house, all day long, preparing for the quarantine regime, hoping to be announced the other day."
rus_4c302e0bc655f10b6d6f6276c77b55b1,с сектантами я конечно может и перегнул  но в целом чуваки из MOVE такие ребята были  конечно  каких не делают: христиане + BLM + защита прав животных +  пролайферы + экоактивизм + вооруженные стычки с полицией,0,"With cultists, I may have overstepped, but in general, MOVE dudes were the kind of guys they didn't: Christians + BLM + animal rights protection + proliferators + ecoactivity + armed clashes with the police"
rus_5b31de9e63aaf30986571ad9256e193f,Народ скоро начнёт рушить и сам путинский режим!,1,The people are about to break down the Potodian regime itself!
rus_d7d91203c1c33da79edfc9e5fdd5cc7b,Есть страна  сумевшая не допустить распространения заразы: в Таджикистане не зафиксировано НИ ОДНОГО случая заражения – и это при открытых границах и отсутствии режима ЧС! Воистину мудр и могуч таджикский хан Эмомали Рахмон.Его жалкое подобие сидит и шевелит усами в Белоруссии.,1,There is a country that has been able to prevent the spread of the disease: there is no single case of infection in Tajikistan – and it is at open borders and the absence of a CS regime – for the wise and mighty Tajik Khan Emomali Rahmon. His pathetic likeness sits and moves with its moustache in Belarus.
rus_9863922241518757f88448982d034427,Увы  лан хуй с масками  мне и про «американцы придумали” на полном серьезе затирал коллега  все как всегда хд,0,"Alas, la cock with masks for me, and ""Americans have come up with a whole lot of serious shit on the coworker's as usual."
rus_2630f029ea8442c962e000c07ef8a18f,Александр Беглов. Итоги дня. По данным на 10 апреля на карантине в Петербурге находится 7958 человек. Из них 57 в обсерваторе  6312 на самоизоляции  1589 — контактные. Губернатор ранее подписал закон  вводящий штрафы за нарушение режима самоизоляции.,0,"Alexander Beglov: The result of the day: As of April 10, 7,958 people are on quarantine in Petersburg, of whom 57 are in self-isolation at 6312, with 1589 contact points, and the Governor has previously signed a law imposing fines for violating the regime of self-isolation."
rus_7d8aac884aa1a876476964c6052cbd8d,я ненавижу жизнь родители сказали что карантин собираются продлить и я заревела. я уже схожу с ума в четырёх стенах. я хочу просто выйти на улицу.,0,I hate life my parents said the quarantine is going to extend and I'm crying. I'm going crazy in four walls. I just want to go outside.
rus_a4a509943b40ede8ff10734eac08016f,"Вот так вот преподносят все  новости о мигрантах в России. Что мигранты АТАКОВАЛИ☝️
На самом деле десятки людей пришли в миграционный центр. Потому что до конца апреля нужно переоформить документы . А миграционные центры никуя не работают. И искусственно создают очереди.",1,"That's how they give all the news about migrants in Russia, that ATAKOVALIC migrants actually have dozens of people at the migration center, because they have to rewrite the documents before the end of April, and the migration centres aren't working, and they're artificially building a line."
rus_00331e8c4eb22da9a312a1b7c87b8e40,Тест на реакцию и быстроту выполнения: 29 сек: высший пилотаж 30-39 сек: выдающийся 40-59 сек: эксперт 60-79 сек: нормальный 80-99 сек: вы начали стареть 100-150 сек: старение Более 150 секунд: болезнь Альцгеймера. На ночь глядя зачислили в эксперты)),0,Response and speed test: 29 sec: top pilot 30-39 sec: outstanding 40-59 sec: expert 60-79 sec: normal 80-99 sec: you started ageing 100-150 sec: ageing over 150 seconds: Alzheimer &apos; s disease.
rus_857ca152c608758c012e305f71fdcf8e,Министр обороны Литвы Довиле Шакалене заявила  что русскоязычные мигранты из постсоветских стран представляют угрозу для нацбезопасности и предложила завозить вместо них «англоговорящих  католических  прозападных филиппинцев».🤦,1,"The Lithuanian Minister of Defence, Doville Shakalene, stated that Russian-speaking migrants from post-Council countries posed a threat to national security and suggested that they should be replaced by ""English-speaking Catholic pro-Western Filipinos""."
rus_3c1220ba5a64bb389e0538dceda7ca87,Как и было обещано  санкции приняли.,0,"As promised, sanctions have been adopted."
rus_263e5657b85ed97330cda173407f8436,Сейчас за  призыв  мусульмане всех стран объединяйтесь  можно 10-20 лет получить.,0,"Now, for the call of Muslims from all countries, unite for 10 to 20 years."
rus_504d1c96faacf4cf589df354ac6f2844,Китайское правительство назвало ислам «вирусом»:,1,"The Chinese Government called Islam a ""virus"":"
rus_d6ac236e17af751ee8661f098057b0c5,подавляющее множество? согласен  самому противно видеть большую часть мужчин . но твои слова без статистики ничего не значат   это лишь субъективное мнение. подтверди мне то что множество парней и мужчиг недоразвитые  бескультурные существа. все вопросы отпадут  а пока не говори,0,"There's a lot of people who agree to see most of the men themselves, but your words without statistics don't mean anything. It's just a subjective opinion. Confirm to me that a lot of guys and men are undeveloped, non-cultural beings. All the questions will fall off until you say so."
rus_b6e49c91cc61e6a47af0b740b13f55d2,Ненавижу этот Коронавирус! Все проблемы из-за этого ебучего карантина по всему миру,0,"I hate this Coronavirus, all the trouble with this fucking quarantine all over the world."
rus_01740cd848ed30efb283ace93436c25f,@USER отношение к протестам это одно  положение русских - это другое  казахи всегда и часто незаслуженно уважали русских,1,"@USER attitude to protests is one position of the Russians - another Kazakh has always, and often without merit, respected the Russians."
rus_1ecfdb0ddff140504e137ccc6f38e966,Санкции в обмен на территории. Поэтому их ужесточают. Вернут часть значит снимут.,0,"Sanctions in exchange for territory, which is why they're getting tougher, they're gonna get the part back, they're gonna take it off."
rus_d672c6e92e5fde5ed9559dfe004c6d48,Фото конечно не будет  ну да  ну да. Верим и так. Космическая лососевая держава  да не иметь пять видов масок. Это смешно же.,0,There's not gonna be a picture of it.
rus_a2c7f9883de8765b1a06e0a68525fa0d,Я элита  оооода  пошли нахуй челядь всё бб гг тима раков ☝☝☝☝ подначу вас,1,I'm the elite of the oodd go fuck all the bbg thima cancers ♪ I'm gonna pick you up ♪
rus_ba2dcd4a97b2ee17e5aab6537f97607e,В Москве 817 заражений. Все пациенты и их контакты находятся под наблюдением.В Москве действует режим «повышенной готовности». Жителей просят не выходить из дома в течение 9 дней без крайней необходимости.Пик по словам гл.врача «Коммунарки»ожидается в середине недели,0,"In Moscow, 817 infections. All patients and their contacts are under surveillance. In Moscow, there is an ""improved readiness"" regime. Residents are asked not to leave the house for 9 days without any immediate need."
rus_f959da5c1ca88c47b85855f0ac27226b,"Пока некоторые страны ЕС вводят тотальные запреты (на пересечение границ  выдачу виз  двойное гражданство) по принципу «коллективной вины» и «хороших русских не бывает»  реальные путинские пропагандисты спокойно катаются по Европе.

Спасибо The Insider за важный материал.",1,"So far, some EU countries have imposed total prohibitions (on crossing borders for the issuance of dual citizenship visas) based on the principle of ""cumulative guilt"" and ""good Russians don't exist"", real Stodian communicators are walking quietly across Europe. Thank The Insider for important material."
rus_d0c41a6ee542cf3e1df8fd0a676143ea,"Как же азиаты дрочат на одноногих собачек  как я должна сопериживать гг  которая нихуя за себя постоять не может? За что там её полюбить могут? Эталонную терпилу?
Как же бесит  так мало хороших манг где из девушек не делают типикал ""парень"" и ""няша""",1,How can Asians jerk off on single-legged dogs like I should compete with a gig that can't fucking stand for herself?
rus_ca7a6e85709c8a8062b3e388fd12bb97,Что грозит нарушителям режима карантина в разных государствах. #COVID19 #коровирус,0,Which threatens quarantine violators in different states. #COVID19 #Corovyrus
rus_d211d82ec7fba3342dc008b401e08037,Да пошли они все на #@USER   без масок с пивом и колой и куча бабок   с тачками и сумками..Все мне пох ..,1,Fuck them all on #@USER without beer and coke masks and a bunch of cars and bags... all I care about...
rus_2d8ca9c5a7cab48674dc536255df4dbc,"""Бывший сотрудник новосибирского центра «Вектор»  профессор  член-корреспондент РАН Сергей Нетесов  в интервью подтвердил нам тот факт  что смертность от коронавируса — в 100 раз выше  чем от сезонного гриппа"".",0,"""A former member of the Vector Center of Novosibir, Professor of the responding member RAN Sergei Netesov, in an interview, confirmed to us the fact that mortality from coronavirus is 100 times higher than from seasonal flu."""
rus_826d97fc848e39ab9c57f7cb9ecaf5b7,@USER А комики-евреи еще лучше!,0,@USER And the Jewish comedians are even better!
rus_e6a632dc9cc4f5860505ff04251bf567,"""Минюст США распустил созданную при Джо Байдене оперативную группу KleptoCapture  которая занималась поиском активов российских олигархов  попавших под санкции"" 

Это не реформы  а последовательный демонтаж американской государственности. 
apnews.com/article/russ...",0,"""The U.S. Ministry dissolved the operational group KleptoCapture, created under Joe Biden, which was looking for the assets of Russian oligarchs under sanctions."" This is not a reform but a progressive dismantling of American statehood."
rus_4f0ca70677759e734febbc938cf8581b,Блять высшие силы существуют иначе как объяснить что ебучий коронавирус обрушился на гейропу и Штаты и оставил Азию в покое?,1,"The fucking superpowers exist, except to explain that the fucking coronavirus fell on the heirop and the States and left Asia alone?"
rus_5867dec82f268e446fe7a61a50ba1899,"Судя по тому  что пишут  на Дальнем востоке и в других регионах #РФ который день блокировка по белым спискам.
В зоне .ru корпоративные сайты не работают и московские айтишники не знают  чего делать.",0,"Based on what they're writing in the Far East and other regions of #RF, which is a day of blocking on white lists, corporate websites in zone .ru don't work, and Moscow ithichists don't know what to do."
rus_791ace9650135ad32cf472e0a41b78d7,"Сейчас этого ничего просто нет  есть «служба одного окна» в виде Путина. Призывать Путина сменить Путина — верх глупости 🤷

Я где-то всё это писал в Феди — длинно  с примерами  и затрагивая совок тоже. Если наткнусь как-нибдь  и сюда принесу. Правда там на английском было 🤔",1,"Now it's just nothing. There's a ""one window service"" in Putin's form. Calling Putin to change Putin, the top of my stupidity."
rus_171cc1c5dcd2c04282ce7b8fd37455fc,"Кто бы сомневался  что ""выдающаяся нация"" умнее всех - укроврачи разубеждают народ на ""Украине"" пользоваться от коронавируса медиц.масками  советуют лишь мыть руки. Мы идём своим путём. Точно. Народ отупяют до состояния скота. Распевание укрогимна скоро тоже станет панацеей. Дно",1,"If you doubt that a ""excellent nation"" is smarter than anyone else, you're gonna get people to use the coronavirus of medicine. You're only supposed to wash your hands. We're going our way. Exactly, the people are gonna drown to the state of the cattle."
rus_ca75c5bf7fd71624420eda733d4c8a1b,"да проще игнорить такие высеры честное слово

всегда будут сраться насчёт радфем",0,"Yeah, it's easier to ignore that kind of shit. Honestly, they're always gonna shit about the radfem."
rus_a2c56c218e120c4a1004f242e29b68fc,Таак Военкоматы в режиме карантина как мне пояснили. То есть  бэйсикли  не работают. Нуок  видимо я так туда и не приду.,0,"So Voenkomata is in quarantine mode, as I've been told, so the baseballs aren't working, so I guess I'm not gonna go there."
rus_f7478004a1efc48551054d2847ece72c,наступило то самое время когда ты боишься что тебе не кавказцы посигналят на улице а менты,1,The time has come when you're afraid the Caucasians aren't gonna honk you in the street.
rus_e8ac7b97d786245b8e433ab64bd48903,Одна преподавательница  когда узнала  что наш университет уходит на карантин  сказала  что это все из-за сумасшедших родителей  которые названивали в деканат. Что нам всем промыли мозги СМИ.,0,"One teacher, when she found out that our university was going to quarantine, said it was all because of the crazy parents who were calling the dean, that we were all brainwashed by the media."
rus_751a1918809723cc8fb320665c3bc94d,@USER Разве не так? Спортсмены не вызывают уважения: пьяницы  дебоширы  драчуны  либераст на либерасте  мерзкие разборки - это вкратце.,1,@USER Isn't that right? Sportsmen don't show respect: Liberost drunkards of the debosher of the leberoste on the liberoste are nasty fights -- that's short.
rus_668cc078ee11d2b771d4488d8c0a0adb,А может нужно для начала убедительные доказательства иметь перед лицом  чтобы верить кому-то и защищать человека? Кажется  я об этом и писала. Не спорю  что женщины больше подвергаются насилию  но вставать на сторону только из-за статистики и пола не верное решение. Имхо.,1,I think that's what I wrote about. I don't argue that women are no longer subjected to violence but to stand up only because of statistics and gender is not the right decision.
rus_5e63d72bd4cc067543cd17f5827067b7,Почему другие настаивают на супер пупер изоляции? Почему если Путин в коммунарку ходил в мега облачении защитном  нам всё ещё втюхивают маски  которые  те жн СМИ говорят  от короны полностью защититься не дадут?,0,Why do others insist on super pupper isolation?
rus_1b182a6851c17db602d4d4e0f04467c1,"@USER Сейчас бы думать что совок развалился из-за кучки студентов на площади
Не смешите",0,@USER Now I'd like to think the cot fell apart because of a bunch of students in the square. Don't be ridiculous.
rus_4880cd1bdde8e9e72d0ae6e05dabe409,"Кремлеботам методички раздали  мол  это провоцирует в метро панику  а это опасно. -- Но посмотрите: ""духовные"" россияне в случае опасности не только не помогут заболевшим  но и уничтожат их. Власть с эпидемией будет бороться только одним способом: запретами говорить о ней",1,"But look: ""Inspired"" Russians in case of danger not only will not help the patients but will also destroy them. The power to deal with the epidemic will only fight in one way: the ban on talking about it."
rus_b48014cf770aa0035d6aca9611e3e415,СМИ: Надежду Бабкину ввели в искусственную кому на фоне пневмонии,0,Media: Hope Babkin was injected into an artificial coma against the background of pneumonia.
rus_c93b16ce88856f36eaa2d85017c5f5e1,@USER @USER @USER Цензура адская  а пропаганда как у геббельса ,0,@USER @USER @USER Censure is hellish and propaganda is like gibbels
rus_118a1c3d9a52eafd6036de2b237cb589,@USER Да похеру  одним укропом меньше  другим больше- ничего страшного  бандеровцы это доказали...,1,@USER I don't give a shit about one shit less than the other - no big deal bandits have proven it...
rus_04380d71c00095a2fb07f83d9ab9f751,Приготовьтесь!!К нам мигранты попрут!!🤣,1,Get ready!! We'll get migrants!!!
rus_925f9601ff97510376bb972a9f2e3899,@USER Так санкции же нам только на пользу. Даже Путин это признавал. Что не так то?,0,"@USER So sanctions are only good for us, even Putin admitted it. What's wrong?"
rus_af596053afdcbd69f676d3484704d93a,@USER Скоро США введут санкции  не волнуйтесь. Все хорошо у Украины.,0,@USER Soon US will impose sanctions Don't worry. Ukraine's good.
rus_1e83a288e4851cc743077c2bd4872326,"#оставайтесьдома - советует и фотограф театра ""СамАрт"" Евгения Смирнова. Даже во время карантина можно что-то придумать: вместо зрительного зала - балкон  вместо спектакля - закат солнца. Творите  друзья! #samart #театр #Самара #СамАрт #ЕвгенияСмирнова #театрСамАрт",0,♪ stay home ♪ ♪ and the photographer of the SamArt theatre ♪ ♪ Eugenia Smirnov ♪ ♪ Even during quarantine ♪ ♪ you can come up with something ♪ ♪ instead of an audience ♪ ♪ a balcony instead of a play ♪ ♪ samart #theater #Samart #Samart #Eugenia Smirnova #theatre Samart ♪
rus_c269e40e1ee57762b68de446e72b32fa,Где все кремлеботы на что идут налоги русских? Забыл  они сейчас заняты  фейки распространяют про то как власть классно справляется с пандемией,1,Where are all the Kremlinbots on what the Russians' taxes are going on?
rus_08b919ff2853284d863dee0665a1d87e,Наступил режим самоизоляции. Пошли слухи что на окраине города будут копать яму для умерших. Шел в магазин  мимо проехала скорая с космонавтами. Будни сталкера. А ещё меня заставили носить чёртову маску,0,"There's a self-isolation regime, there's a rumor that they're gonna be digging a hole on the outskirts of town for the dead, walking into the store by an ambulance with cosmonauts, a stalker's Budney, and I was forced to wear a fucking mask."
rus_1ff3c40020ccdfe48995cf50db8d7a00,Речь о вариабельности антител  а не рецепторов PRRs  ошибся. COVID-19 конечно несёт PAMP  характерный для Coronaviridae иначе вся концепция PRRs летит к чёрту.И всё-таки идея с повышением синтеза эпителием sIgA  INFγ не плоха.Тут ведь кто раньше сработает PRRs или ACE2 тот и прав,0,"It's about the variability of the antibodies and not the receptors of the PRs are wrong. COVID-19 certainly carries a PAM that is specific to Coronaviridae, otherwise the whole concept of PRs is going to hell. And yet the idea of increasing synthesis with epithelia siga INF's isn't bad. Because whoever used to work PRs or ACE2 is right."
rus_2c9193f269d995a06026242009755b89,Ситуация с пандемией в странах зависит от того  насколько быстро и эффективно используются государственные структуры  способные принимать волевые решения без оглядки на сиюминутную выгоду отдельных корпораций или людей. В то же время  от того  на сколько у государственных 7/,0,The pandemic situation in countries depends on the speed and effectiveness with which government structures are used to make decision-making decisions without looking at the short-term benefits of individual corporations or individuals. 7/
rus_1d0fb7567686d5fb4104e3ce99ffd454,"3. Его достижения - реальные или мифические - подчёркивались  тогда как репрессии либо замалчивались  либо оправдывались ""исторической необходимостью"".",0,"3. Its achievements - real or mythical - were highlighted while repression was either silent or justified by ""historical necessity""."
rus_7a56fc34f0b68db4d7cf894c2021c941,Согласна! Самое мерзкое  что эта инициатива властей проходит в комплексе мер помощи (!!!) гражданам в условия пандемии,1,I agree! The worst part is that this initiative by the authorities is a package of assistance (!!!) to the citizens in the face of a pandemic.
rus_37505b42501cbe6efc62441dc55e58af,Как Ухань открылся после карантина. Типичная пропагандистская показуха в стиле тоталитарных режимов и диктатур,1,"Just like Wuhan opened up after the quarantine, a typical totalitarian-style propaganda show and dictatorship."
rus_b839bc970c467f494d31231a6c2d0298,"Это просто молодежь придумала себе несуществующих слов и так разговаривает. 
Повзрослеют и вернутся к обычному разговорному языку",0,"It's just that young people come up with non-existent words and talk like that, and they'll grow up and come back to the usual conversational language."
rus_43caeef4327a7720ca08060e3ba2e9aa,"Это поддельная клятва  составленная историками в сговоре с врачами. В настоящем гиппопотаме всё как положено: и бесплатно  и в режиме 24/7  и в обстановке всеобщего инфекционного заражения  и бахилы  и госпитализация по желанию клиента - ""вот это вот всё"".",1,"It's a fake oath drawn up by historians in collusion with doctors, and in a real hippopotamus, it's all right, free of charge and 24/7 and in an environment of general infection and bachil and hospitalization at the client's request, that's all."
rus_470c72063d1daf93109a2dda20c4173a,@USER Именно. Увы  пропаганда полностью промыла людям мозги и они фактически представляют сейчас говорящий зомбоящик.,1,"@USER Exactly. Unfortunately, propaganda has completely brainwashed people and they actually represent a talking zombie."
rus_2935d8dafe32913378eb1bc989a19f3e,Если сказать правду о ситуации  придется добавить  что здравоохранение развалено и не готово к эпидемии  что люди будут дохнуть пачками и с этим придется смириться  потому как помощи ждать неоткуда - сейчас каждый сам за себя.,1,"If you tell the truth about the situation, you're gonna have to add that health care is broken and not ready for the epidemic that people are gonna die in packs, and they're gonna have to accept it because there's nowhere to be helped -- now everyone's on their own."
rus_99c858a1d7a7809b9ff4d022bdbaa7eb,при условии  если вся власть перестанет принимать новые законы!,0,If all power ceases to pass new laws!
rus_07186f4c8786628daad13d3d7c8ebe4b,Вот и фсьо ! Прощай коронавирус ! Избранная нация !,0,"Farewell the coronavirus, the chosen nation!"
rus_58d85b99e48c8d312ddafac08152b5df,"⚠️❗️ Трамп и Иран: новая нефтяная сделка разрушит ОПЕК+

Иран хочет вернуться на мировой рынок нефти  а США могут ослабить санкции. Это ударит по ОПЕК+ и снизит цены. 

Саудиты и Россия в панике? 

#Нефть #Санкции #ОПЕК",0,♪ Trump and Iran: The new oil deal will destroy OPEC+ Iran wants to return to the world oil market and the US can ease sanctions. It will hit OPEC+ and lower prices. Saudis and Russia in panic? # Oil #OPEC sanctions #OPEC
rus_617f5537f6c46d34fe663e3a97610480,СМИ: В Москве женщина 45 лет с подтверждённым диагнозом коронавирусной инфекции нарушила режим домашнего карантина и покинула квартиру. Ведутся её поиски. Вот что это за люди? Это хуже  чем пьяные за рулём  это фактически потенциальные хладнокровные убийцы.,1,"Media: In Moscow, a 45-year-old woman with a confirmed diagnosis of coronavirus infection broke the home quarantine regime and left the apartment. Searching for her. That's what people are. It's worse than drunk driving. It's actually a potential cold-blooded killer."
rus_59fbdfe469bb14e9d3f23643fa6bbbbf,Режим самоизоляции это рекомендации. Карантина не введено и тем более ЧС вот когда введут тогда и штравы нужно вводить. А на данном этапе ваши рекомендации не интересны. Люди не святым духом питаются!,0,"The self-isolation regime is the recommendation: Quarantine has not been introduced, much less the C.S., when it has been introduced, and the bar has to be inserted, and at this stage your recommendations are not interesting. People do not eat with holy spirit!"
rus_4ca252e16126418fc022281bb15885eb,Мне кажется что я сниму все свои плакаты с бтс и повешу с BTS они такие классные А паренёк в маске с шипами (вроде Джихоуп) вообще классный.Мне реально кажется что у него классная улыбка А вообще я хочу всех забиасить(ват?) Потому что они все классные,0,I think I'm gonna take off all my Bts posters and hang them off the BTS. They're so cool. And the guy with the thorn mask (such as Jihope) is really cool. I really think he's got a great smile.
rus_1ac7f409ad8d921b51ba987eedccd02f,Естественно  там до сих пор масочный режим  который они ввели еще 3 месяца назад  однако  там благодаря этим мерам уже несколько дней нет новых внутренних заражений. Что касается рашки   то там даже карантина не сделали нормального  ждут голосования и 9 мая. Еще увидим.,1,"Of course, there's still a masked regime that they introduced three months ago, but as a result of these measures, there have been no new internal infections for a few days."
rus_bc7147866d7e7c0fd2957a1aea866644,и фанатичные верующие люди попрутся туда толпами нахуя? почему бы блять не закрыть их лавочку на время карантина так же как и закрыли все остальное? хуею просто,1,And fanatical religious people are gonna go in there in the fucking crowd? Why don't you fucking close their shop for quarantine as much as they shut down everything else?
rus_b2592195ed773e0702e46a9461de2302,@USER Турки такие подделки делают  фик отличишь. Лично проверяла. Купившие даже в бутиках проверяли  и те не отличили.,0,@USERTurks make that kind of fake. Personally checked. Buyers even in boutiques checked and they didn't know.
